Generation,pm,pm0,deviation,best_fitness
53,0.013,0.05,0.0328836424958,98
54,0.014,0.05,0.038062283737,99
55,0.015,0.05,0.0325406758448,99
56,0.016,0.05,0.0303913405495,99
57,0.017,0.05,0.0263321584076,99
58,0.018,0.05,0.0221992772328,99
59,0.019,0.05,0.0208290369148,99
60,0.02,0.05,0.0185185185185,99
61,0.021,0.05,0.0163227594703,99
62,0.022,0.05,0.0257462303826,100
63,0.023,0.05,0.0264832683227,100
64,0.024,0.05,0.025641025641,100
65,0.025,0.05,0.0272213662044,100
66,0.026,0.05,0.0258514567091,100
67,0.027,0.05,0.0279605263158,100
68,0.028,0.05,0.0284891494395,100
69,0.029,0.05,0.0302905419328,100
70,0.03,0.05,0.0310341272296,100
71,0.031,0.05,0.0315659170621,100
72,0.032,0.05,0.0333781130516,100
73,0.033,0.05,0.0356255178128,100
74,0.034,0.05,0.0369141435089,100
75,0.035,0.05,0.0377750103778,100
76,0.036,0.05,0.0399334442596,100
77,0.037,0.05,0.0418837257762,100
78,0.038,0.05,0.0446046171524,100
79,0.039,0.05,0.0473397570172,100
80,0.04,0.05,0.0494280617064,100
81,0.039,0.05,0.0520778537612,100
82,0.038,0.05,0.0548523206751,100
83,0.037,0.05,0.0547410610695,100
84,0.036,0.05,0.0557432432432,100
85,0.035,0.05,0.0557432432432,100
86,0.034,0.05,0.0586491636672,100
87,0.033,0.05,0.0574177857672,100
88,0.032,0.05,0.0555203715432,100
89,0.031,0.05,0.0545186122535,100
90,0.03,0.05,0.0526315789474,100
91,0.031,0.05,0.0495382031906,100
92,0.03,0.05,0.0507512871703,100
93,0.029,0.05,0.0507512871703,100
94,0.03,0.05,0.0498687664042,100
95,0.031,0.05,0.0487676979549,100
96,0.032,0.05,0.0492078480747,100
97,0.033,0.05,0.0498687664042,100
98,0.032,0.05,0.0510826150935,100
99,0.031,0.05,0.0520778537612,100
100,0.03,0.05,0.0506408909435,100
101,0.029,0.05,0.0510826150935,100
102,0.03,0.05,0.0494280617064,100
103,0.031,0.05,0.0493179433368,100
104,0.03,0.05,0.0504201680672,100
105,0.031,0.05,0.0494280617064,100
106,0.03,0.05,0.0513036164844,100
107,0.029,0.05,0.0503098414032,100
108,0.028,0.05,0.0500892575869,100
109,0.029,0.05,0.0489877268436,100
110,0.03,0.05,0.0469011725293,100
111,0.031,0.05,0.0487676979549,100
112,0.032,0.05,0.0497585555322,100
113,0.033,0.05,0.0492078480747,100
114,0.034,0.05,0.0490977759127,100
115,0.035,0.05,0.0495382031906,100
116,0.034,0.05,0.051967178624,100
117,0.033,0.05,0.0550749103186,100
118,0.032,0.05,0.0558547143913,100
119,0.031,0.05,0.0541851149062,100
120,0.03,0.05,0.0565240359218,100
121,0.029,0.05,0.0573059843519,100
122,0.028,0.05,0.0565240359218,100
123,0.027,0.05,0.0559662090813,100
124,0.026,0.05,0.051967178624,100
125,0.025,0.05,0.0514141520345,100
126,0.024,0.05,0.0504201680672,100
127,0.023,0.05,0.0515247108307,100
128,0.022,0.05,0.0506408909435,100
129,0.023,0.05,0.0475591870941,100
130,0.024,0.05,0.0453690152624,100
131,0.025,0.05,0.0419922892571,100
132,0.026,0.05,0.0388531061708,100
133,0.027,0.05,0.0383137784238,100
134,0.028,0.05,0.0390689941812,100
135,0.029,0.05,0.0400416016641,100
136,0.03,0.05,0.0404744563521,100
137,0.031,0.05,0.0423181154888,100
138,0.032,0.05,0.0422094841063,100
139,0.033,0.05,0.0427528675704,100
140,0.034,0.05,0.0452597470471,100
141,0.035,0.05,0.0474494605635,100
142,0.036,0.05,0.047668936616,100
143,0.037,0.05,0.0493179433368,100
144,0.036,0.05,0.0521885521886,100
145,0.035,0.05,0.0532968190436,100
146,0.034,0.05,0.0550749103186,100
147,0.033,0.05,0.057753331923,100
148,0.032,0.05,0.0593220338983,100
149,0.031,0.05,0.0582010582011,100
150,0.03,0.05,0.056970721911,100
151,0.029,0.05,0.0549636037557,100
152,0.028,0.05,0.0528532322594,100
153,0.027,0.05,0.0535187526338,100
154,0.026,0.05,0.0554089709763,100
155,0.025,0.05,0.0522992739135,100
156,0.026,0.05,0.0471204188482,100
157,0.027,0.05,0.0447137484329,100
158,0.028,0.05,0.0419922892571,100
159,0.029,0.05,0.0391769718383,100
160,0.03,0.05,0.0396091069758,100
161,0.031,0.05,0.039501039501,100
162,0.032,0.05,0.04025798398,100
163,0.033,0.05,0.0407993338884,100
164,0.034,0.05,0.0403662089055,100
165,0.035,0.05,0.0426441455531,100
166,0.036,0.05,0.0462439840971,100
167,0.037,0.05,0.0482180293501,100
168,0.036,0.05,0.0508617065994,100
169,0.035,0.05,0.0516352928804,100
170,0.034,0.05,0.0529640939244,100
171,0.033,0.05,0.0565240359218,100
172,0.032,0.05,0.0576414595452,100
173,0.031,0.05,0.056189269117,100
174,0.03,0.05,0.0546298249314,100
175,0.029,0.05,0.0520778537612,100
176,0.03,0.05,0.0490977759127,100
177,0.031,0.05,0.0473397570172,100
178,0.032,0.05,0.0439503079653,100
179,0.033,0.05,0.0415581710239,100
180,0.034,0.05,0.0443864229765,100
181,0.035,0.05,0.0449320794148,100
182,0.036,0.05,0.0441683199332,100
183,0.037,0.05,0.0444955086693,100
184,0.038,0.05,0.0484378276368,100
185,0.037,0.05,0.0521885521886,100
186,0.036,0.05,0.0529640939244,100
187,0.035,0.05,0.0550749103186,100
188,0.034,0.05,0.0551862403714,100
189,0.033,0.05,0.0539629005059,100
190,0.032,0.05,0.0532968190436,100
191,0.033,0.05,0.04997900042,100
192,0.034,0.05,0.0498687664042,100
193,0.033,0.05,0.0510826150935,100
194,0.034,0.05,0.0498687664042,100
195,0.035,0.05,0.0483279169724,100
196,0.036,0.05,0.0495382031906,100
197,0.035,0.05,0.0513036164844,100
198,0.034,0.05,0.0513036164844,100
199,0.033,0.05,0.051745898191,100
200,0.032,0.05,0.0541851149062,100
201,0.031,0.05,0.0532968190436,100
202,0.03,0.05,0.0529640939244,100
203,0.029,0.05,0.0522992739135,100
204,0.03,0.05,0.0495382031906,100
205,0.031,0.05,0.0467915837957,100
206,0.032,0.05,0.0456969570219,100
207,0.033,0.05,0.0465724751439,100
208,0.034,0.05,0.0464629552114,100
209,0.035,0.05,0.0462439840971,100
210,0.036,0.05,0.04997900042,100
211,0.035,0.05,0.0510826150935,100
212,0.034,0.05,0.0520778537612,100
213,0.033,0.05,0.0526315789474,100
214,0.032,0.05,0.0545186122535,100
215,0.031,0.05,0.0535187526338,100
216,0.03,0.05,0.0525207872855,100
217,0.031,0.05,0.0487676979549,100
218,0.032,0.05,0.0487676979549,100
219,0.031,0.05,0.0500892575869,100
220,0.032,0.05,0.0497585555322,100
221,0.031,0.05,0.0504201680672,100
222,0.03,0.05,0.0505305179115,100
223,0.031,0.05,0.0479983232027,100
224,0.032,0.05,0.0474494605635,100
225,0.033,0.05,0.0460251046025,100
226,0.034,0.05,0.044822902518,100
227,0.035,0.05,0.0456969570219,100
228,0.036,0.05,0.0483279169724,100
229,0.035,0.05,0.0505305179115,100
230,0.034,0.05,0.0505305179115,100
231,0.033,0.05,0.0516352928804,100
232,0.032,0.05,0.0518565267697,100
233,0.031,0.05,0.051967178624,100
234,0.03,0.05,0.0503098414032,100
235,0.029,0.05,0.0508617065994,100
236,0.028,0.05,0.0503098414032,100
237,0.029,0.05,0.0478885046631,100
238,0.03,0.05,0.0467915837957,100
239,0.031,0.05,0.0458063166702,100
240,0.032,0.05,0.0474494605635,100
241,0.033,0.05,0.0484378276368,100
242,0.034,0.05,0.0484378276368,100
243,0.035,0.05,0.0495382031906,100
244,0.034,0.05,0.0516352928804,100
245,0.033,0.05,0.050972149238,100
246,0.032,0.05,0.051967178624,100
247,0.031,0.05,0.051745898191,100
248,0.032,0.05,0.0486577181208,100
249,0.033,0.05,0.0495382031906,100
250,0.034,0.05,0.0495382031906,100
251,0.035,0.05,0.0482180293501,100
252,0.036,0.05,0.0479983232027,100
253,0.037,0.05,0.0496483677968,100
254,0.038,0.05,0.0496483677968,100
255,0.037,0.05,0.0516352928804,100
256,0.036,0.05,0.0551862403714,100
257,0.035,0.05,0.0585371017254,100
258,0.034,0.05,0.0593220338983,100
259,0.033,0.05,0.0604453870626,100
260,0.032,0.05,0.0588733587463,100
261,0.031,0.05,0.056970721911,100
262,0.03,0.05,0.0555203715432,100
263,0.029,0.05,0.0530749789385,100
264,0.028,0.05,0.0515247108307,100
265,0.029,0.05,0.0495382031906,100
266,0.03,0.05,0.0479983232027,100
267,0.031,0.05,0.0483279169724,100
268,0.032,0.05,0.0478885046631,100
269,0.033,0.05,0.0478885046631,100
270,0.034,0.05,0.0482180293501,100
271,0.035,0.05,0.0458063166702,100
272,0.036,0.05,0.0469011725293,100
273,0.037,0.05,0.0489877268436,100
274,0.036,0.05,0.0556317956297,100
275,0.035,0.05,0.0588733587463,100
276,0.034,0.05,0.0602205258694,100
277,0.033,0.05,0.062925170068,100
278,0.032,0.05,0.0622477161674,100
279,0.031,0.05,0.0579771476936,100
280,0.03,0.05,0.0558547143913,100
281,0.029,0.05,0.0555203715432,100
282,0.028,0.05,0.0540739959945,100
283,0.027,0.05,0.0511931041732,100
284,0.028,0.05,0.0498687664042,100
285,0.029,0.05,0.0474494605635,100
286,0.03,0.05,0.0467915837957,100
287,0.031,0.05,0.0460251046025,100
288,0.032,0.05,0.0444955086693,100
289,0.033,0.05,0.0447137484329,100
290,0.034,0.05,0.0443864229765,100
291,0.035,0.05,0.0462439840971,100
292,0.036,0.05,0.0470107842111,100
293,0.035,0.05,0.0503098414032,100
294,0.034,0.05,0.0508617065994,100
295,0.033,0.05,0.051967178624,100
296,0.032,0.05,0.0541851149062,100
297,0.031,0.05,0.0540739959945,100
298,0.03,0.05,0.0528532322594,100
299,0.029,0.05,0.0526315789474,100
300,0.028,0.05,0.0529640939244,100
301,0.027,0.05,0.0536297545043,100
302,0.026,0.05,0.0515247108307,100
303,0.027,0.05,0.0483279169724,100
304,0.028,0.05,0.0464629552114,100
305,0.029,0.05,0.0467915837957,100
306,0.03,0.05,0.0477787091366,100
307,0.031,0.05,0.0469011725293,100
308,0.032,0.05,0.0474494605635,100
309,0.033,0.05,0.0488777008601,100
310,0.034,0.05,0.0489877268436,100
311,0.035,0.05,0.0495382031906,100
312,0.034,0.05,0.050972149238,100
313,0.033,0.05,0.051967178624,100
314,0.032,0.05,0.0537407797682,100
315,0.031,0.05,0.0540739959945,100
316,0.03,0.05,0.0556317956297,100
317,0.029,0.05,0.05786522797,100
318,0.028,0.05,0.0579771476936,100
319,0.027,0.05,0.0573059843519,100
320,0.026,0.05,0.0531858873091,100
321,0.025,0.05,0.0506408909435,100
322,0.026,0.05,0.0478885046631,100
323,0.027,0.05,0.0451505016722,100
324,0.028,0.05,0.0425354462052,100
325,0.029,0.05,0.043732387016,100
326,0.03,0.05,0.0422094841063,100
327,0.031,0.05,0.0421008753647,100
328,0.032,0.05,0.043732387016,100
329,0.033,0.05,0.0463534581982,100
330,0.034,0.05,0.0463534581982,100
331,0.035,0.05,0.0472300764478,100
332,0.036,0.05,0.047668936616,100
333,0.037,0.05,0.0472300764478,100
334,0.038,0.05,0.0498687664042,100
335,0.037,0.05,0.0529640939244,100
336,0.036,0.05,0.0573059843519,100
337,0.035,0.05,0.0568590150074,100
338,0.034,0.05,0.0570824524313,100
339,0.033,0.05,0.0565240359218,100
340,0.032,0.05,0.0547410610695,100
341,0.031,0.05,0.0539629005059,100
342,0.03,0.05,0.0515247108307,100
343,0.031,0.05,0.0495382031906,100
344,0.03,0.05,0.050972149238,100
345,0.029,0.05,0.0505305179115,100
346,0.028,0.05,0.0501995379122,100
347,0.029,0.05,0.0485477613505,100
348,0.03,0.05,0.0470107842111,100
349,0.031,0.05,0.0483279169724,100
350,0.032,0.05,0.0484378276368,100
351,0.033,0.05,0.0492078480747,100
352,0.032,0.05,0.0510826150935,100
353,0.031,0.05,0.0542962572483,100
354,0.03,0.05,0.0552975939215,100
355,0.029,0.05,0.0563008344777,100
356,0.028,0.05,0.0545186122535,100
357,0.027,0.05,0.0508617065994,100
358,0.028,0.05,0.0477787091366,100
359,0.029,0.05,0.0439503079653,100
360,0.03,0.05,0.043079169709,100
361,0.031,0.05,0.0423181154888,100
362,0.032,0.05,0.0446046171524,100
363,0.033,0.05,0.0482180293501,100
364,0.034,0.05,0.0492078480747,100
365,0.033,0.05,0.0510826150935,100
366,0.032,0.05,0.0511931041732,100
367,0.031,0.05,0.0534077741494,100
368,0.03,0.05,0.0525207872855,100
369,0.031,0.05,0.0497585555322,100
370,0.03,0.05,0.0520778537612,100
371,0.029,0.05,0.051967178624,100
372,0.03,0.05,0.0497585555322,100
373,0.031,0.05,0.0486577181208,100
374,0.032,0.05,0.0462439840971,100
375,0.033,0.05,0.0431879824744,100
376,0.034,0.05,0.0441683199332,100
377,0.035,0.05,0.0451505016722,100
378,0.036,0.05,0.0464629552114,100
379,0.037,0.05,0.0494280617064,100
380,0.036,0.05,0.0525207872855,100
381,0.035,0.05,0.0537407797682,100
382,0.034,0.05,0.0514141520345,100
383,0.033,0.05,0.0500892575869,100
384,0.034,0.05,0.0493179433368,100
385,0.035,0.05,0.0497585555322,100
386,0.034,0.05,0.0501995379122,100
387,0.035,0.05,0.0494280617064,100
388,0.036,0.05,0.0497585555322,100
389,0.035,0.05,0.0510826150935,100
390,0.034,0.05,0.0515247108307,100
391,0.033,0.05,0.0504201680672,100
392,0.032,0.05,0.0508617065994,100
393,0.033,0.05,0.0495382031906,100
394,0.034,0.05,0.0493179433368,100
395,0.035,0.05,0.0481081647626,100
396,0.036,0.05,0.0467915837957,100
397,0.037,0.05,0.0452597470471,100
398,0.038,0.05,0.0479983232027,100
399,0.039,0.05,0.0492078480747,100
400,0.038,0.05,0.050972149238,100
401,0.037,0.05,0.0506408909435,100
402,0.038,0.05,0.0495382031906,100
403,0.039,0.05,0.0487676979549,100
404,0.038,0.05,0.0508617065994,100
405,0.037,0.05,0.0520778537612,100
406,0.036,0.05,0.0546298249314,100
407,0.035,0.05,0.0557432432432,100
408,0.034,0.05,0.0563008344777,100
409,0.033,0.05,0.0564124234101,100
410,0.032,0.05,0.0541851149062,100
411,0.031,0.05,0.0524100189434,100
412,0.03,0.05,0.0504201680672,100
413,0.031,0.05,0.0496483677968,100
414,0.032,0.05,0.0493179433368,100
415,0.031,0.05,0.0500892575869,100
416,0.032,0.05,0.04997900042,100
417,0.031,0.05,0.0515247108307,100
418,0.03,0.05,0.0524100189434,100
419,0.031,0.05,0.0493179433368,100
420,0.03,0.05,0.0500892575869,100
421,0.029,0.05,0.0508617065994,100
422,0.03,0.05,0.0490977759127,100
423,0.031,0.05,0.0498687664042,100
424,0.03,0.05,0.0511931041732,100
425,0.029,0.05,0.0508617065994,100
426,0.028,0.05,0.050972149238,100
427,0.027,0.05,0.0516352928804,100
428,0.028,0.05,0.04997900042,100
429,0.029,0.05,0.0461345329009,100
430,0.03,0.05,0.0467915837957,100
431,0.031,0.05,0.0474494605635,100
432,0.032,0.05,0.0475591870941,100
433,0.033,0.05,0.0474494605635,100
434,0.034,0.05,0.04997900042,100
435,0.035,0.05,0.0489877268436,100
436,0.034,0.05,0.0529640939244,100
437,0.033,0.05,0.0525207872855,100
438,0.032,0.05,0.0527423939362,100
439,0.031,0.05,0.0532968190436,100
440,0.03,0.05,0.0525207872855,100
441,0.029,0.05,0.0500892575869,100
442,0.03,0.05,0.0485477613505,100
443,0.031,0.05,0.0449320794148,100
444,0.032,0.05,0.044822902518,100
445,0.033,0.05,0.0456969570219,100
446,0.034,0.05,0.0466820180029,100
447,0.035,0.05,0.0466820180029,100
448,0.036,0.05,0.0459156991946,100
449,0.037,0.05,0.0481081647626,100
450,0.038,0.05,0.047668936616,100
451,0.037,0.05,0.0504201680672,100
452,0.036,0.05,0.0550749103186,100
453,0.035,0.05,0.056189269117,100
454,0.034,0.05,0.0575296108291,100
455,0.033,0.05,0.0598834128246,100
456,0.032,0.05,0.0622477161674,100
457,0.031,0.05,0.0616838305553,100
458,0.03,0.05,0.0585371017254,100
459,0.029,0.05,0.0565240359218,100
460,0.028,0.05,0.0525207872855,100
461,0.027,0.05,0.0514141520345,100
462,0.026,0.05,0.0508617065994,100
463,0.027,0.05,0.0494280617064,100
464,0.028,0.05,0.0489877268436,100
465,0.029,0.05,0.0485477613505,100
466,0.03,0.05,0.0478885046631,100
467,0.031,0.05,0.0470107842111,100
468,0.032,0.05,0.0477787091366,100
469,0.031,0.05,0.0503098414032,100
470,0.03,0.05,0.0530749789385,100
471,0.029,0.05,0.0549636037557,100
472,0.028,0.05,0.0539629005059,100
473,0.027,0.05,0.0520778537612,100
474,0.028,0.05,0.0486577181208,100
475,0.029,0.05,0.0472300764478,100
476,0.03,0.05,0.0469011725293,100
477,0.031,0.05,0.0451505016722,100
478,0.032,0.05,0.0454783063251,100
479,0.033,0.05,0.0467915837957,100
480,0.034,0.05,0.0481081647626,100
481,0.035,0.05,0.0485477613505,100
482,0.034,0.05,0.051745898191,100
483,0.033,0.05,0.0526315789474,100
484,0.032,0.05,0.0531858873091,100
485,0.031,0.05,0.0530749789385,100
486,0.03,0.05,0.0516352928804,100
487,0.029,0.05,0.0525207872855,100
488,0.03,0.05,0.04997900042,100
489,0.031,0.05,0.0486577181208,100
490,0.03,0.05,0.0506408909435,100
491,0.031,0.05,0.0485477613505,100
492,0.032,0.05,0.0498687664042,100
493,0.031,0.05,0.050972149238,100
494,0.03,0.05,0.0513036164844,100
495,0.029,0.05,0.0545186122535,100
496,0.028,0.05,0.0552975939215,100
497,0.027,0.05,0.0525207872855,100
498,0.028,0.05,0.0484378276368,100
499,0.029,0.05,0.0464629552114,100
500,0.03,0.05,0.0424267695194,100
