Generation,pm,pm0,deviation,best_fitness
0,0.01,0.01,0.0,0
1,0.009,0.01,2.52941176471,3
2,0.008,0.01,2.27102803738,7
3,0.007,0.01,1.65486725664,9
4,0.006,0.01,0.927194860814,9
5,0.005,0.01,0.64744645799,10
6,0.004,0.01,0.48849797023,11
7,0.003,0.01,0.449275362319,13
8,0.002,0.01,0.364522417154,14
9,0.001,0.01,0.311188811189,15
10,0.001,0.01,0.268834258525,16
11,0.001,0.01,0.359084406295,19
12,0.001,0.01,0.318391562294,20
13,0.001,0.01,0.230012300123,20
14,0.001,0.01,0.202060675444,21
15,0.001,0.01,0.220159151194,23
16,0.001,0.01,0.195814648729,24
17,0.001,0.01,0.320132013201,28
18,0.001,0.01,0.296958855098,29
19,0.001,0.01,0.241970021413,29
20,0.001,0.01,0.179820992677,29
21,0.001,0.01,0.152073732719,30
22,0.001,0.01,0.205259313367,33
23,0.001,0.01,0.155866900175,33
24,0.001,0.01,0.111485348602,33
25,0.001,0.01,0.140436624308,35
26,0.001,0.01,0.132075471698,36
27,0.001,0.01,0.0968921389397,36
28,0.001,0.01,0.0956470239858,37
29,0.001,0.01,0.121656600518,39
30,0.001,0.01,0.0854439187309,39
31,0.001,0.01,0.0831302464121,40
32,0.001,0.01,0.0817941952507,41
33,0.001,0.01,0.0788594913948,42
34,0.001,0.01,0.102480581308,44
35,0.001,0.01,0.095423563778,45
36,0.001,0.01,0.0683760683761,45
37,0.001,0.01,0.087962962963,47
38,0.001,0.01,0.129433024622,50
39,0.001,0.01,0.101564221194,50
40,0.001,0.01,0.073883161512,50
41,0.001,0.01,0.0718789407314,51
42,0.001,0.01,0.067104453109,52
43,0.001,0.01,0.0636162954044,53
44,0.001,0.01,0.0457774269929,53
45,0.001,0.01,0.0317305820518,53
46,0.001,0.01,0.0548523206751,55
47,0.001,0.01,0.0379316852236,55
48,0.001,0.01,0.0590858416945,57
49,0.001,0.01,0.0580080262678,58
50,0.001,0.01,0.0399856553703,58
51,0.001,0.01,0.0420346167432,59
52,0.001,0.01,0.0432968179447,60
53,0.001,0.01,0.0459533607682,61
54,0.001,0.01,0.0656292286874,63
55,0.001,0.01,0.0670223407803,64
56,0.001,0.01,0.0517666392769,64
57,0.001,0.01,0.0526315789474,65
58,0.001,0.01,0.0709718670077,67
59,0.001,0.01,0.0567823343849,67
60,0.001,0.01,0.0454048993603,67
61,0.001,0.01,0.0352286773795,67
62,0.001,0.01,0.037851037851,68
63,0.001,0.01,0.0264150943396,68
64,0.001,0.01,0.0313901345291,69
65,0.001,0.01,0.0398098633393,70
66,0.001,0.01,0.0339734121123,70
67,0.001,0.01,0.0669394913768,73
68,0.001,0.01,0.0555234239445,73
69,0.001,0.01,0.0574449842812,74
70,0.001,0.01,0.0453453877666,74
71,0.001,0.01,0.0332309410779,74
72,0.001,0.01,0.0347682119205,75
73,0.001,0.01,0.036410745943,76
74,0.001,0.01,0.0420895926377,77
75,0.001,0.01,0.0466988727858,78
76,0.001,0.01,0.0382004525489,78
77,0.001,0.01,0.0288880094974,78
78,0.001,0.01,0.0305243934255,79
79,0.001,0.01,0.0321248871113,80
80,0.001,0.01,0.0232796111537,80
81,0.001,0.01,0.0160020320041,80
82,0.001,0.01,0.0344392582314,82
83,0.001,0.01,0.0315762989055,82
84,0.001,0.01,0.0255127563782,82
85,0.001,0.01,0.0196468540164,82
86,0.001,0.01,0.0260848065274,83
87,0.001,0.01,0.0179053225411,83
88,0.001,0.01,0.0228933268388,84
89,0.001,0.01,0.018922852984,84
90,0.001,0.01,0.0131467856712,84
91,0.001,0.01,0.0190624625345,85
92,0.001,0.01,0.0253964468821,86
93,0.001,0.01,0.0305614783227,87
94,0.001,0.01,0.0248556956061,87
95,0.001,0.01,0.0289990645463,88
96,0.001,0.01,0.0344026034403,89
97,0.001,0.01,0.0270020770829,89
98,0.001,0.01,0.0192395785616,89
99,0.001,0.01,0.0257579211306,90
100,0.001,0.01,0.0399005312535,92
101,0.001,0.01,0.0445917106593,93
102,0.001,0.01,0.0360962566845,93
103,0.001,0.01,0.0379858657244,94
104,0.001,0.01,0.0305887512334,94
105,0.001,0.01,0.0226283724978,94
106,0.001,0.01,0.0151187904968,94
107,0.002,0.01,0.00955858661798,94
108,0.001,0.01,0.0175664095973,95
109,0.001,0.01,0.0135495572389,95
110,0.001,0.01,0.0195412064571,96
111,0.001,0.01,0.0170568916199,96
112,0.001,0.01,0.0137275607181,96
113,0.002,0.01,0.00755667506297,96
114,0.003,0.01,0.00460443700293,96
115,0.002,0.01,0.010101010101,97
116,0.003,0.01,0.00957535387177,97
117,0.002,0.01,0.0193467859372,98
118,0.001,0.01,0.0176531671859,98
119,0.001,0.01,0.0144927536232,98
120,0.002,0.01,0.00958071494798,98
121,0.003,0.01,0.00698725852857,98
122,0.004,0.01,0.00368701351905,98
123,0.003,0.01,0.0104102878138,99
124,0.002,0.01,0.0191602119853,100
125,0.001,0.01,0.0183299389002,100
126,0.001,0.01,0.0164667615369,100
127,0.001,0.01,0.0127607859024,100
128,0.002,0.01,0.00836946657255,100
129,0.003,0.01,0.00735368187771,100
130,0.004,0.01,0.00532823967025,100
131,0.005,0.01,0.00331092605598,100
132,0.006,0.01,0.0,100
133,0.007,0.01,0.0,100
134,0.008,0.01,0.0,100
135,0.009,0.01,0.0,100
136,0.01,0.01,0.0,100
137,0.011,0.01,0.0,100
138,0.012,0.01,0.0,100
139,0.013,0.01,0.0,100
140,0.014,0.01,0.0,100
141,0.015,0.01,0.00070049034324,100
142,0.016,0.01,0.000500250125063,100
143,0.017,0.01,0.00160256410256,100
144,0.018,0.01,0.00290843445993,100
145,0.019,0.01,0.00452034153692,100
146,0.02,0.01,0.00563153660499,100
147,0.021,0.01,0.00775975007558,100
148,0.022,0.01,0.00897992129957,100
149,0.023,0.01,0.00969305331179,100
150,0.022,0.01,0.010713563776,100
151,0.021,0.01,0.0132738879319,100
152,0.02,0.01,0.0144045445324,100
153,0.019,0.01,0.0143016533117,100
154,0.018,0.01,0.0139931048469,100
155,0.017,0.01,0.0124531740407,100
156,0.016,0.01,0.0115314586284,100
157,0.015,0.01,0.0103051121439,100
158,0.016,0.01,0.00857286938981,100
159,0.017,0.01,0.00796290696502,100
